candidate_id,climate_dimension,confidence_score,digitalization_level,document_id,funding_program_code,funding_program_level,instrument_subtype,instrument_type,label_source,llm_model,llm_profile,llm_provider,measure_id,municipality_id,policy_area,snippet,source_scope,source_url,target_sector,title,url
noerdlingen::doc172::p3,,0.0,,doc172,,,,,llm_dry_run,gpt-4o-mini,classification_baseline,openai,,noerdlingen,,Emissionsminderungsszenarien 124 - 128 5.1 Einleitung 124 5.2 Szenarien der Emissionsminderung in Nördlingen bis zum Jahr 2030 125 5.3. Szenario 1 - Trend-Szenario 2030 126 5.4 Szenario 2 - als Klimaschutz-Szenario 127 - 128 6. MAßNAHMENKATALOG 129 - 149 6.1 Einleitung 129 6.2 Maßnahmenkatalog 130 -,,https://www.noerdlingen.de/fileadmin/noerdlingen/Noerdlingen_Stadt/Stadt/Klimaschutz/KSK_EF_Noerdlingen.pdf,,klimaschutzkonzept-stadt nördlingen,https://www.noerdlingen.de/fileadmin/noerdlingen/Noerdlingen_Stadt/Stadt/Klimaschutz/KSK_EF_Noerdlingen.pdf
noerdlingen::doc152::p1,,0.0,,doc152,,,,,llm_dry_run,gpt-4o-mini,classification_baseline,openai,,noerdlingen,,"Fortschreibung des bereits vorliegenden integrierten Klimaschutzkonzeptes der Stadt Nördlingen aus dem Jahre 2012. In diesem Zusammenhang hat der Stadtrat der Stadt Nördlingen, im Rahmen der Vollsitzung am 22.09.2022, beschlossen, eine Stelle eines Klimaschutzmanagers / Klimaschutzmanagerin zu schaf",,https://www.noerdlingen.de/stadt-rathaus-aktuell/klimaschutz,,Klimaschutz,https://www.noerdlingen.de/stadt-rathaus-aktuell/klimaschutz
nuernberg::doc200::p1,,0.0,,doc200,,,,,llm_dry_run,gpt-4o-mini,classification_baseline,openai,,nuernberg,,Anton Alte Anlegestelle Aischweg Weg am Village Umgestaltung Bolzplatz Austraße Grünanlagen Röthenbach-Ost Grünanlage Prof.-Ernst-Nathan-Straße Pocket Park Nonnengasse Renaturierung Eichenwaldgraben Marie-Juchacz-Park Umgestaltung der Freiflächen an der Christuskirche Grünanlagen Grillen in Nürnberg,,https://www.nuernberg.de/internet/soer/verkehr.html,,"Grau - Straßen, Brücken und Beleuchtung
 – Servicebetrieb Öffentlicher Raum",https://www.nuernberg.de/internet/soer/verkehr.html
nuernberg::doc222::p7,,0.0,,doc222,,,,,llm_dry_run,gpt-4o-mini,classification_baseline,openai,,nuernberg,,"Mobilitätsbeschluss für Nürnberg <https://www.nuernberg.de/internet/verkehrsplanung/mobilitaetsbeschluss.html> Masterplan ""Schneller und pünktlicher ÖPNV"" <https://www.nuernberg.de/internet/verkehrsplanung/masterplan_busbahn.html> Übersichtsplan ÖPNV-Maßnahmenpaket (PDF, 304 KB) </imperia/md/verkehr",,https://www.nuernberg.de/internet/verkehrsplanung/nahverkehrskonzepte_oepnv.html,,"Nahverkehrskonzepte
 – Verkehrsplanung Nürnberg",https://www.nuernberg.de/internet/verkehrsplanung/nahverkehrskonzepte_oepnv.html
nuernberg::doc222::p2,,0.0,,doc222,,,,,llm_dry_run,gpt-4o-mini,classification_baseline,openai,,nuernberg,,"Vorinformation ergänzendes Dokument (PDF, 581 KB) </imperia/md/verkehrsplanung/dokumente/201804_vorinformation_ergaenzendes_dokument.pdf> ÖPNV-Gesamtbericht <https://www.nuernberg.de/internet/verkehrsplanung/oepnv_gesamtbericht.html> Nahverkehrsplan Nürnberg – Fortschreibung 2025 (PDF, 14.4 MB) </im",,https://www.nuernberg.de/internet/verkehrsplanung/nahverkehrskonzepte_oepnv.html,,"Nahverkehrskonzepte
 – Verkehrsplanung Nürnberg",https://www.nuernberg.de/internet/verkehrsplanung/nahverkehrskonzepte_oepnv.html
nuernberg::doc222::p8,,0.0,,doc222,,,,,llm_dry_run,gpt-4o-mini,classification_baseline,openai,,nuernberg,,"Der vom Stadtrat einstimmig gefasste Mobilitätsbeschluss hat diesen Auftrag bekräftigt: ""Pünktlichkeit und Anschlusssicherheit ist neben Sauberkeit und Preis ein wichtiges Kriterium für die Wahl des ÖPNV“. Daher ist die zügige Umsetzung von Maßnahmen zur Beschleunigung wichtiger Straßenbahn- und Bus",,https://www.nuernberg.de/internet/verkehrsplanung/nahverkehrskonzepte_oepnv.html,,"Nahverkehrskonzepte
 – Verkehrsplanung Nürnberg",https://www.nuernberg.de/internet/verkehrsplanung/nahverkehrskonzepte_oepnv.html
nuernberg::doc203::p1,,0.0,,doc203,,,,,llm_dry_run,gpt-4o-mini,classification_baseline,openai,,nuernberg,,"Sowohl die Stellplatzanzahl für Kraftfahrzeuge auf öffentlichem Grund als auch die Anzahl der Fahrradabstellplätze bleibt unverändert. Die Gesamtkosten dieser Markierungsmaßnahme betragen circa 75.000 Euro. Ein genauer Fertigstellungstermin kann noch nicht genannt werden, da die Ausführung von den W",,https://www.nuernberg.de/internet/stadtportal/fahrradstrassen.html,,"Neue Fahrradstraßen in Nürnberg
 – Nürnberg – deine Stadt",https://www.nuernberg.de/internet/stadtportal/fahrradstrassen.html
nuernberg::doc222::p10,,0.0,,doc222,,,,,llm_dry_run,gpt-4o-mini,classification_baseline,openai,,nuernberg,,"Folgende Handlungsfelder wurden identifiziert, deren Verbesserungspotentiale für einen schnellen und pünktlichen ÖPNV in Nürnberg genutzt werden sollen: Betriebliche Abläufe der VAG optimieren: Die Abschaffung des Fahrausweisverkaufs beim Fahrpersonal, die Planung des Fahrpersonalwechsels ohne Verzö",,https://www.nuernberg.de/internet/verkehrsplanung/nahverkehrskonzepte_oepnv.html,,"Nahverkehrskonzepte
 – Verkehrsplanung Nürnberg",https://www.nuernberg.de/internet/verkehrsplanung/nahverkehrskonzepte_oepnv.html
nuernberg::doc222::p14,,0.0,,doc222,,,,,llm_dry_run,gpt-4o-mini,classification_baseline,openai,,nuernberg,,"Zusätzlich wurde jeder Maßnahme ein gewünschter Realisierungszeitraum, eine grobe Kostenschätzung und Synergien mit weiteren Maßnahmen zugeordnet, als Grundlage für die Bestimmung deren Priorität. Ergebnis Die von der Arbeitsgruppe erarbeiteten Maßnahmen tragen mit einem verhältnismäßigen finanziell",,https://www.nuernberg.de/internet/verkehrsplanung/nahverkehrskonzepte_oepnv.html,,"Nahverkehrskonzepte
 – Verkehrsplanung Nürnberg",https://www.nuernberg.de/internet/verkehrsplanung/nahverkehrskonzepte_oepnv.html
nuernberg::doc214::p3,,0.0,,doc214,,,,,llm_dry_run,gpt-4o-mini,classification_baseline,openai,,nuernberg,,"Alle Wege enden und beginnen mit einem Fußweg. Fußgängerinnen und Fußgänger beleben unsere Städte. Sichere und komfortable Wege sowie Plätze mit einer hohen Aufenthaltsqualität sind entscheidend, um den Fußverkehr zu stärken. Mehr Informationen Im Rahmen des Projektes „Fußgängerfreundliche Stadtteil",,https://www.nuernberg.de/internet/verkehrsplanung/mobilitaetsbeschluss.html,,"Mobilitätsbeschluss für Nürnberg
 – Verkehrsplanung Nürnberg",https://www.nuernberg.de/internet/verkehrsplanung/mobilitaetsbeschluss.html
